scenario,outcome,stat,year,value
baseline,hiud,mean,2000,0.0
baseline,hiud,mean,2001,0.0
baseline,hiud,mean,2002,0.001953125
baseline,hiud,mean,2003,0.0018656716417910447
baseline,hiud,mean,2004,0.001838235294117647
baseline,hiud,mean,2005,0.0017667844522968198
baseline,hiud,mean,2006,0.0016891891891891893
baseline,hiud,mean,2007,0.001644736842105263
baseline,hiud,mean,2008,0.0032103473152633203
baseline,hiud,mean,2009,0.0031201931501781575
baseline,hiud,mean,2010,0.004495540316435839
baseline,hiud,mean,2011,0.004315278508826896
baseline,hiud,mean,2012,0.005627225959635932
baseline,hiud,mean,2013,0.008250725338491294
baseline,hiud,mean,2014,0.008111900377093747
baseline,hiud,mean,2015,0.005416215908443888
baseline,hiud,mean,2016,0.005245716800044001
baseline,hiud,mean,2017,0.006370364553681855
baseline,hiud,mean,2018,0.003735774835519081
baseline,hiud,mean,2019,0.006118743569569691
baseline,hiud,mean,2020,0.0036384140550807216
baseline,hiud,mean,2021,0.004813667314323724
baseline,hiud,mean,2022,0.007195088340673066
baseline,hiud,mean,2023,0.0058815168571266134
baseline,hiud,mean,2024,0.008237144381722695
baseline,hiud,mean,2025,0.009380590339892666
baseline,hiud,mean,2026,0.011628927505704757
baseline,hiud,mean,2027,0.00817801968222552
baseline,hiud,mean,2028,0.0034776055124892333
baseline,hiud,mean,2029,0.009174360188326888
baseline,hiud,mean,2030,0.005650919033875133
baseline,hiud,mean,2031,0.007899113082039912
baseline,hiud,mean,2032,0.007835072231139648
baseline,hiud,lower,2000,0.0
baseline,hiud,lower,2001,0.0
baseline,hiud,lower,2002,9.765625e-05
baseline,hiud,lower,2003,9.328358208955224e-05
baseline,hiud,lower,2004,9.191176470588235e-05
baseline,hiud,lower,2005,8.8339222614841e-05
baseline,hiud,lower,2006,8.445945945945946e-05
baseline,hiud,lower,2007,8.223684210526316e-05
baseline,hiud,lower,2008,0.003195661135731217
baseline,hiud,lower,2009,0.003106320216515119
baseline,hiud,lower,2010,0.00306059791134418
baseline,hiud,lower,2011,0.003001687679107034
baseline,hiud,lower,2012,0.005544519192718639
baseline,hiud,lower,2013,0.007992323500967118
baseline,hiud,lower,2014,0.007945277558537227
baseline,hiud,lower,2015,0.0027319506917952516
baseline,hiud,lower,2016,0.005121620878365372
baseline,hiud,lower,2017,0.005279353736822474
baseline,hiud,lower,2018,0.00261645626095754
baseline,hiud,lower,2019,0.0026632572777340676
baseline,hiud,lower,2020,0.002527599715099715
baseline,hiud,lower,2021,0.0025521188888305416
baseline,hiud,lower,2022,0.0026939067511859874
baseline,hiud,lower,2023,0.002611149013588038
baseline,hiud,lower,2024,0.004990170472098184
baseline,hiud,lower,2025,0.005036337209302326
baseline,hiud,lower,2026,0.005083816043531684
baseline,hiud,lower,2027,0.004900626752432789
baseline,hiud,lower,2028,0.002383182601205857
baseline,hiud,lower,2029,0.009154370183329388
baseline,hiud,lower,2030,0.004467567978125475
baseline,hiud,lower,2031,0.004607815964523282
baseline,hiud,lower,2032,0.006796247993579454
baseline,hiud,upper,2000,0.0
baseline,hiud,upper,2001,0.0
baseline,hiud,upper,2002,0.00380859375
baseline,hiud,upper,2003,0.003638059701492537
baseline,hiud,upper,2004,0.0035845588235294116
baseline,hiud,upper,2005,0.0034452296819787983
baseline,hiud,upper,2006,0.003293918918918919
baseline,hiud,upper,2007,0.0032072368421052627
baseline,hiud,upper,2008,0.0032250334947954242
baseline,hiud,upper,2009,0.003134066083841196
baseline,hiud,upper,2010,0.005930482721527497
baseline,hiud,upper,2011,0.005628869338546758
baseline,hiud,upper,2012,0.005709932726553225
baseline,hiud,upper,2013,0.008509127176015473
baseline,hiud,upper,2014,0.008278523195650266
baseline,hiud,upper,2015,0.008100481125092525
baseline,hiud,upper,2016,0.00536981272172263
baseline,hiud,upper,2017,0.007461375370541235
baseline,hiud,upper,2018,0.004855093410080622
baseline,hiud,upper,2019,0.009574229861405313
baseline,hiud,upper,2020,0.004749228395061728
baseline,hiud,upper,2021,0.007075215739816906
baseline,hiud,upper,2022,0.011696269930160144
baseline,hiud,upper,2023,0.009151884700665188
baseline,hiud,upper,2024,0.011484118291347208
baseline,hiud,upper,2025,0.013724843470483005
baseline,hiud,upper,2026,0.01817403896787783
baseline,hiud,upper,2027,0.011455412612018252
baseline,hiud,upper,2028,0.00457202842377261
baseline,hiud,upper,2029,0.00919435019332439
baseline,hiud,upper,2030,0.006834270089624791
baseline,hiud,upper,2031,0.011190410199556541
baseline,hiud,upper,2032,0.008873896468699839
baseline,pill,mean,2000,0.0
baseline,pill,mean,2001,0.006072874493927126
baseline,pill,mean,2002,0.013960040983606557
baseline,pill,mean,2003,0.013154814164471758
baseline,pill,mean,2004,0.003676470588235294
baseline,pill,mean,2005,0.009130583829966774
baseline,pill,mean,2006,0.015590679018240856
baseline,pill,mean,2007,0.00497297536771221
baseline,pill,mean,2008,0.004807791404720189
baseline,pill,mean,2009,0.007836990595611285
baseline,pill,mean,2010,0.007480614943301511
baseline,pill,mean,2011,0.008672331252976416
baseline,pill,mean,2012,0.007055797388207361
baseline,pill,mean,2013,0.005500483558994197
baseline,pill,mean,2014,0.006789149054342424
baseline,pill,mean,2015,0.00922393668507658
baseline,pill,mean,2016,0.018360008800154003
baseline,pill,mean,2017,0.010286813639843734
baseline,pill,mean,2018,0.008750322049554785
baseline,pill,mean,2019,0.008600133147733462
baseline,pill,mean,2020,0.01331908831908832
baseline,pill,mean,2021,0.009679847362985525
baseline,pill,mean,2022,0.021796367858420363
baseline,pill,mean,2023,0.022684632440730004
baseline,pill,mean,2024,0.01177296598983346
baseline,pill,mean,2025,0.011901833631484794
baseline,pill,mean,2026,0.011766061084781464
baseline,pill,mean,2027,0.011724118973005663
baseline,pill,mean,2028,0.01624138673557278
baseline,pill,mean,2029,0.010318524948052289
baseline,pill,mean,2030,0.010104309078940707
baseline,pill,mean,2031,0.014578713968957872
baseline,pill,mean,2032,0.013453049759229535
baseline,pill,lower,2000,0.0
baseline,pill,lower,2001,0.0003036437246963563
baseline,pill,lower,2002,0.012378329918032787
baseline,pill,lower,2003,0.004383230904302019
baseline,pill,lower,2004,0.0001838235294117647
baseline,pill,lower,2005,0.0071703101102262535
baseline,pill,lower,2006,0.013617371788749881
baseline,pill,lower,2007,0.003447301967038809
baseline,pill,lower,2008,0.0033049056992682678
baseline,pill,lower,2009,0.00039184952978056425
baseline,pill,lower,2010,0.006079736452870781
baseline,pill,lower,2011,0.008553274682306941
baseline,pill,lower,2012,0.00561594776414721
baseline,pill,lower,2013,0.005328215667311412
baseline,pill,lower,2014,0.005365912479172148
baseline,pill,lower,2015,0.005680977054034049
baseline,pill,lower,2016,0.017925673074278798
baseline,pill,lower,2017,0.007657197824849329
baseline,pill,lower,2018,0.007726518660022497
baseline,pill,lower,2019,0.007501966955153422
baseline,pill,lower,2020,0.0077029914529914536
baseline,pill,lower,2021,0.007318524742249996
baseline,pill,lower,2022,0.0214955463165487
baseline,pill,lower,2023,0.02106430155210643
baseline,pill,lower,2024,0.007456118179009746
baseline,pill,lower,2025,0.007222998658318425
baseline,pill,lower,2026,0.007185525276461295
baseline,pill,lower,2027,0.01163271757655726
baseline,pill,lower,2028,0.016205587855297156
baseline,pill,lower,2029,0.00925155843131066
baseline,pill,lower,2030,0.009240847637855081
baseline,pill,lower,2031,0.013683481152993348
baseline,pill,lower,2032,0.009154795345104334
baseline,pill,upper,2000,0.0
baseline,pill,upper,2001,0.011842105263157895
baseline,pill,upper,2002,0.015541752049180327
baseline,pill,upper,2003,0.021926397424641496
baseline,pill,upper,2004,0.007169117647058823
baseline,pill,upper,2005,0.011090857549707293
baseline,pill,upper,2006,0.017563986247731832
baseline,pill,upper,2007,0.0064986487683856104
baseline,pill,upper,2008,0.006310677110172112
baseline,pill,upper,2009,0.015282131661442004
baseline,pill,upper,2010,0.00888149343373224
baseline,pill,upper,2011,0.008791387823645889
baseline,pill,upper,2012,0.008495647012267512
baseline,pill,upper,2013,0.005672751450676983
baseline,pill,upper,2014,0.008212385629512702
baseline,pill,upper,2015,0.012766896316119113
baseline,pill,upper,2016,0.018794344526029207
baseline,pill,upper,2017,0.01291642945483814
baseline,pill,upper,2018,0.009774125439087076
baseline,pill,upper,2019,0.009698299340313502
baseline,pill,upper,2020,0.018935185185185187
baseline,pill,upper,2021,0.012041169983721053
baseline,pill,upper,2022,0.022097189400292025
baseline,pill,upper,2023,0.024304963329353575
baseline,pill,upper,2024,0.016089813800657174
baseline,pill,upper,2025,0.016580668604651162
baseline,pill,upper,2026,0.016346596893101632
baseline,pill,upper,2027,0.011815520369454066
baseline,pill,upper,2028,0.016277185615848407
baseline,pill,upper,2029,0.011385491464793918
baseline,pill,upper,2030,0.010967770520026331
baseline,pill,upper,2031,0.015473946784922395
baseline,pill,upper,2032,0.017751304173354736
baseline,hmb,mean,2000,0.4677469135802469
baseline,hmb,mean,2001,0.44005940134067834
baseline,hmb,mean,2002,0.4144787397540983
baseline,hmb,mean,2003,0.3812554872695347
baseline,hmb,mean,2004,0.34681603773584907
baseline,hmb,mean,2005,0.3347792837930489
baseline,hmb,mean,2006,0.31488157769076497
baseline,hmb,mean,2007,0.3147705121389332
baseline,hmb,mean,2008,0.29541378954962383
baseline,hmb,mean,2009,0.2871015790805896
baseline,hmb,mean,2010,0.27997400385460086
baseline,hmb,mean,2011,0.270517415678706
baseline,hmb,mean,2012,0.2730510486743174
baseline,hmb,mean,2013,0.27493351063829785
baseline,hmb,mean,2014,0.27736122073138647
baseline,hmb,mean,2015,0.28177133747081934
baseline,hmb,mean,2016,0.28077647608833156
baseline,hmb,mean,2017,0.26755858314192793
baseline,hmb,mean,2018,0.27216486423647546
baseline,hmb,mean,2019,0.25834291593536285
baseline,hmb,mean,2020,0.25953525641025643
baseline,hmb,mean,2021,0.26328134572633866
baseline,hmb,mean,2022,0.2543613259603713
baseline,hmb,mean,2023,0.2505884359542896
baseline,hmb,mean,2024,0.22879489987923723
baseline,hmb,mean,2025,0.2259671288014311
baseline,hmb,mean,2026,0.22612230121116378
baseline,hmb,mean,2027,0.2110918687118588
baseline,hmb,mean,2028,0.2181201550387597
baseline,hmb,mean,2029,0.22588442620794866
baseline,hmb,mean,2030,0.21238290546356778
baseline,hmb,mean,2031,0.21646341463414637
baseline,hmb,mean,2032,0.22401936195826644
baseline,hmb,lower,2000,0.44297067901234566
baseline,hmb,lower,2001,0.4181568162208801
baseline,hmb,lower,2002,0.3955286244877049
baseline,hmb,lower,2003,0.35227172958735736
baseline,hmb,lower,2004,0.31421580188679243
baseline,hmb,lower,2005,0.3054315436949528
baseline,hmb,lower,2006,0.2917575923980517
baseline,hmb,lower,2007,0.2907385256069467
baseline,hmb,lower,2008,0.28186334123466966
baseline,hmb,lower,2009,0.2769327187055823
baseline,hmb,lower,2010,0.269222580789745
baseline,hmb,lower,2011,0.2517025089605735
baseline,hmb,lower,2012,0.26102097348634745
baseline,hmb,lower,2013,0.26893284574468085
baseline,hmb,lower,2014,0.26267758484609316
baseline,hmb,lower,2015,0.2675859761999658
baseline,hmb,lower,2016,0.2691539133184831
baseline,hmb,lower,2017,0.25385411963328686
baseline,hmb,lower,2018,0.2610283906319712
baseline,hmb,lower,2019,0.2538927555528657
baseline,hmb,lower,2020,0.25276041666666665
baseline,hmb,lower,2021,0.2627991037826673
baseline,hmb,lower,2022,0.2462502858684243
baseline,hmb,lower,2023,0.23840354767184035
baseline,hmb,lower,2024,0.22181270536692224
baseline,hmb,lower,2025,0.21455417039355992
baseline,hmb,lower,2026,0.2158200039494471
baseline,hmb,lower,2027,0.20276389576117435
baseline,hmb,lower,2028,0.20882267441860466
baseline,hmb,lower,2029,0.2122137615402825
baseline,hmb,lower,2030,0.2028030533191554
baseline,hmb,lower,2031,0.20514135254988916
baseline,hmb,lower,2032,0.20841078952648476
baseline,hmb,upper,2000,0.4925231481481481
baseline,hmb,upper,2001,0.46196198646047654
baseline,hmb,upper,2002,0.4334288550204918
baseline,hmb,upper,2003,0.410239244951712
baseline,hmb,upper,2004,0.3794162735849057
baseline,hmb,upper,2005,0.364127023891145
baseline,hmb,upper,2006,0.3380055629834782
baseline,hmb,upper,2007,0.3388024986709197
baseline,hmb,upper,2008,0.308964237864578
baseline,hmb,upper,2009,0.2972704394555969
baseline,hmb,upper,2010,0.29072542691945674
baseline,hmb,upper,2011,0.28933232239683854
baseline,hmb,upper,2012,0.2850811238622873
baseline,hmb,upper,2013,0.2809341755319149
baseline,hmb,upper,2014,0.2920448566166798
baseline,hmb,upper,2015,0.29595669874167285
baseline,hmb,upper,2016,0.29239903885818
baseline,hmb,upper,2017,0.281263046650569
baseline,hmb,upper,2018,0.28330133784097977
baseline,hmb,upper,2019,0.2627930763178599
baseline,hmb,upper,2020,0.26631009615384615
baseline,hmb,upper,2021,0.26376358767001
baseline,hmb,upper,2022,0.26247236605231833
baseline,hmb,upper,2023,0.2627733242367389
baseline,hmb,upper,2024,0.2357770943915522
baseline,hmb,upper,2025,0.23738008720930232
baseline,hmb,upper,2026,0.23642459847288047
baseline,hmb,upper,2027,0.2194198416625433
baseline,hmb,upper,2028,0.22741763565891474
baseline,hmb,upper,2029,0.23955509087561483
baseline,hmb,upper,2030,0.22196275760798015
baseline,hmb,upper,2031,0.22778547671840355
baseline,hmb,upper,2032,0.23962793439004815
baseline,poor_mh,mean,2000,0.39549897119341565
baseline,poor_mh,mean,2001,0.39487787880799097
baseline,poor_mh,mean,2002,0.3977010758196721
baseline,poor_mh,mean,2003,0.4111062335381914
baseline,poor_mh,mean,2004,0.4041897891231965
baseline,poor_mh,mean,2005,0.42803649596540266
baseline,poor_mh,mean,2006,0.4209304268933244
baseline,poor_mh,mean,2007,0.43102627148679784
baseline,poor_mh,mean,2008,0.3852107595588993
baseline,poor_mh,mean,2009,0.3946533226893047
baseline,poor_mh,mean,2010,0.4042848818968222
baseline,poor_mh,mean,2011,0.39440308795147505
baseline,poor_mh,mean,2012,0.3894024535021765
baseline,poor_mh,mean,2013,0.41039047388781436
baseline,poor_mh,mean,2014,0.39892279809406883
baseline,poor_mh,mean,2015,0.3730285258782668
baseline,poor_mh,mean,2016,0.3817238676676842
baseline,poor_mh,mean,2017,0.39632370744092604
baseline,poor_mh,mean,2018,0.4261862420430195
baseline,poor_mh,mean,2019,0.39716455849422017
baseline,poor_mh,mean,2020,0.4200498575498576
baseline,poor_mh,mean,2021,0.388559225612211
baseline,poor_mh,mean,2022,0.4097799252930518
baseline,poor_mh,mean,2023,0.3884871226334641
baseline,poor_mh,mean,2024,0.40038756424298594
baseline,poor_mh,mean,2025,0.37463103756708405
baseline,poor_mh,mean,2026,0.3898872213445673
baseline,poor_mh,mean,2027,0.39985980537687615
baseline,poor_mh,mean,2028,0.3968238587424634
baseline,poor_mh,mean,2029,0.4047791893526921
baseline,poor_mh,mean,2030,0.4052787482910527
baseline,poor_mh,mean,2031,0.3838691796008869
baseline,poor_mh,mean,2032,0.3852001404494382
baseline,poor_mh,lower,2000,0.3872646604938272
baseline,poor_mh,lower,2001,0.35847340213712087
baseline,poor_mh,lower,2002,0.38586866034836065
baseline,poor_mh,lower,2003,0.41048068481123795
baseline,poor_mh,lower,2004,0.39741537180910097
baseline,poor_mh,lower,2005,0.41841675017140445
baseline,poor_mh,lower,2006,0.40037514325279344
baseline,poor_mh,lower,2007,0.4246763135743399
baseline,poor_mh,lower,2008,0.3808734412037514
baseline,poor_mh,lower,2009,0.38603360657333674
baseline,poor_mh,lower,2010,0.37469185603513966
baseline,poor_mh,lower,2011,0.3874620898814447
baseline,poor_mh,lower,2012,0.37775583696082315
baseline,poor_mh,lower,2013,0.40105929642166344
baseline,poor_mh,lower,2014,0.38687735683592034
baseline,poor_mh,lower,2015,0.3631569207994078
baseline,poor_mh,lower,2016,0.36895831614553254
baseline,poor_mh,lower,2017,0.3918788485574249
baseline,poor_mh,lower,2018,0.4204493612422001
baseline,poor_mh,lower,2019,0.3828855232100708
baseline,poor_mh,lower,2020,0.4080395299145299
baseline,poor_mh,lower,2021,0.34534037003973467
baseline,poor_mh,lower,2022,0.37192097717157385
baseline,poor_mh,lower,2023,0.38552191710728295
baseline,poor_mh,lower,2024,0.3954410649591372
baseline,poor_mh,lower,2025,0.3704142441860465
baseline,poor_mh,lower,2026,0.3864374890293137
baseline,poor_mh,lower,2027,0.38894647864093684
baseline,poor_mh,lower,2028,0.3672948966408269
baseline,poor_mh,lower,2029,0.38931941923774954
baseline,poor_mh,lower,2030,0.39063838675375967
baseline,poor_mh,lower,2031,0.3814994456762749
baseline,poor_mh,lower,2032,0.3800465238764045
baseline,poor_mh,upper,2000,0.4037332818930041
baseline,poor_mh,upper,2001,0.43128235547886107
baseline,poor_mh,upper,2002,0.4095334912909836
baseline,poor_mh,upper,2003,0.41173178226514484
baseline,poor_mh,upper,2004,0.4109642064372919
baseline,poor_mh,upper,2005,0.4376562417594009
baseline,poor_mh,upper,2006,0.4414857105338554
baseline,poor_mh,upper,2007,0.43737622939925574
baseline,poor_mh,upper,2008,0.3895480779140472
baseline,poor_mh,upper,2009,0.40327303880527265
baseline,poor_mh,upper,2010,0.43387790775850477
baseline,poor_mh,upper,2011,0.4013440860215054
baseline,poor_mh,upper,2012,0.40104907004352985
baseline,poor_mh,upper,2013,0.4197216513539652
baseline,poor_mh,upper,2014,0.41096823935221727
baseline,poor_mh,upper,2015,0.3829001309571258
baseline,poor_mh,upper,2016,0.3944894191898358
baseline,poor_mh,upper,2017,0.40076856632442726
baseline,poor_mh,upper,2018,0.43192312284383894
baseline,poor_mh,upper,2019,0.41144359377836953
baseline,poor_mh,upper,2020,0.4320601851851852
baseline,poor_mh,upper,2021,0.4317780811846873
baseline,poor_mh,upper,2022,0.44763887341452974
baseline,poor_mh,upper,2023,0.39145232815964526
baseline,poor_mh,upper,2024,0.4053340635268346
baseline,poor_mh,upper,2025,0.37884783094812163
baseline,poor_mh,upper,2026,0.39333695365982096
baseline,poor_mh,upper,2027,0.4107731321128154
baseline,poor_mh,upper,2028,0.4263528208440999
baseline,poor_mh,upper,2029,0.42023895946763457
baseline,poor_mh,upper,2030,0.41991910982834574
baseline,poor_mh,upper,2031,0.3862389135254989
baseline,poor_mh,upper,2032,0.39035375702247194
baseline,anemic,mean,2000,0.2650977366255144
baseline,anemic,mean,2001,0.22803975575761598
baseline,anemic,mean,2002,0.24266777663934427
baseline,anemic,mean,2003,0.22399034240561896
baseline,anemic,mean,2004,0.23491953385127634
baseline,anemic,mean,2005,0.21647724276145774
baseline,anemic,mean,2006,0.2595084041638812
baseline,anemic,mean,2007,0.20455099237993973
baseline,anemic,mean,2008,0.23919406369164176
baseline,anemic,mean,2009,0.2544052649000175
baseline,anemic,mean,2010,0.23352606337680964
baseline,anemic,mean,2011,0.22388901421159485
baseline,anemic,mean,2012,0.2107597942223981
baseline,anemic,mean,2013,0.2564676015473888
baseline,anemic,mean,2014,0.2169969890964366
baseline,anemic,mean,2015,0.24189346922507543
baseline,anemic,mean,2016,0.24641806231609054
baseline,anemic,mean,2017,0.23053717845527655
baseline,anemic,mean,2018,0.2331764454526603
baseline,anemic,mean,2019,0.2286509713732373
baseline,anemic,mean,2020,0.20316951566951566
baseline,anemic,mean,2021,0.23686744035428592
baseline,anemic,mean,2022,0.20708308655802687
baseline,anemic,mean,2023,0.2513218488828245
baseline,anemic,mean,2024,0.20734406156092905
baseline,anemic,mean,2025,0.23282647584973165
baseline,anemic,mean,2026,0.23066965069334738
baseline,anemic,mean,2027,0.22075979987904776
baseline,anemic,mean,2028,0.23083010335917314
baseline,anemic,mean,2029,0.23051369052315945
baseline,anemic,mean,2030,0.23728543217378095
baseline,anemic,mean,2031,0.21893015521064302
baseline,anemic,mean,2032,0.1971584069020867
baseline,anemic,lower,2000,0.2517322530864198
baseline,anemic,lower,2001,0.21775444680427422
baseline,anemic,lower,2002,0.2162349513319672
baseline,anemic,lower,2003,0.2132517559262511
baseline,anemic,lower,2004,0.2143195061043285
baseline,anemic,lower,2005,0.19880972786245452
baseline,anemic,lower,2006,0.24084704182981567
baseline,anemic,lower,2007,0.1957494351408825
baseline,anemic,lower,2008,0.23352519839224983
baseline,anemic,lower,2009,0.2310432446114605
baseline,anemic,lower,2010,0.23134597283851016
baseline,anemic,lower,2011,0.21735280848184074
baseline,anemic,lower,2012,0.1978237039968342
baseline,anemic,lower,2013,0.24492565280464218
baseline,anemic,lower,2014,0.1919271975211202
baseline,anemic,lower,2015,0.22375270454933666
baseline,anemic,lower,2016,0.24556898495723675
baseline,anemic,lower,2017,0.2139078113037162
baseline,anemic,lower,2018,0.2287349893488001
baseline,anemic,lower,2019,0.214162077104642
baseline,anemic,lower,2020,0.1860844017094017
baseline,anemic,lower,2021,0.21687934324073588
baseline,anemic,lower,2022,0.20307491805105168
baseline,anemic,lower,2023,0.24427340951731194
baseline,anemic,lower,2024,0.20723467295756454
baseline,anemic,lower,2025,0.23087209302325581
baseline,anemic,lower,2026,0.22989841144461995
baseline,anemic,lower,2027,0.17894496673813842
baseline,anemic,lower,2028,0.21921592377260982
baseline,anemic,lower,2029,0.2267430758305058
baseline,anemic,lower,2030,0.2346228922983442
baseline,anemic,lower,2031,0.21316380266075388
baseline,anemic,lower,2032,0.17738024177367578
baseline,anemic,upper,2000,0.27846322016460906
baseline,anemic,upper,2001,0.23832506471095774
baseline,anemic,upper,2002,0.2691006019467213
baseline,anemic,upper,2003,0.23472892888498684
baseline,anemic,upper,2004,0.2555195615982242
baseline,anemic,upper,2005,0.23414475766046094
baseline,anemic,upper,2006,0.27816976649794667
baseline,anemic,upper,2007,0.213352549618997
baseline,anemic,upper,2008,0.24486292899103368
baseline,anemic,upper,2009,0.2777672851885746
baseline,anemic,upper,2010,0.23570615391510913
baseline,anemic,upper,2011,0.23042521994134899
baseline,anemic,upper,2012,0.223695884447962
baseline,anemic,upper,2013,0.2680095502901354
baseline,anemic,upper,2014,0.24206678067175302
baseline,anemic,upper,2015,0.2600342339008142
baseline,anemic,upper,2016,0.24726713967494432
baseline,anemic,upper,2017,0.24716654560683693
baseline,anemic,upper,2018,0.2376179015565205
baseline,anemic,upper,2019,0.2431398656418326
baseline,anemic,upper,2020,0.22025462962962963
baseline,anemic,upper,2021,0.25685553746783596
baseline,anemic,upper,2022,0.2110912550650021
baseline,anemic,upper,2023,0.258370288248337
baseline,anemic,upper,2024,0.20745345016429353
baseline,anemic,upper,2025,0.23478085867620752
baseline,anemic,upper,2026,0.2314408899420748
baseline,anemic,upper,2027,0.2625746330199571
baseline,anemic,upper,2028,0.24244428294573644
baseline,anemic,upper,2029,0.23428430521581314
baseline,anemic,upper,2030,0.2399479720492177
baseline,anemic,upper,2031,0.22469650776053215
baseline,anemic,upper,2032,0.21693657203049757
baseline,pain,mean,2000,0.19873971193415638
baseline,pain,mean,2001,0.22399117276166458
baseline,pain,mean,2002,0.19425589139344263
baseline,pain,mean,2003,0.20700907228563067
baseline,pain,mean,2004,0.15867785793562708
baseline,pain,mean,2005,0.1562944992352724
baseline,pain,mean,2006,0.16635230636997422
baseline,pain,mean,2007,0.17302963849016478
baseline,pain,mean,2008,0.15561681954034834
baseline,pain,mean,2009,0.17168363870013045
baseline,pain,mean,2010,0.16469902738559455
baseline,pain,mean,2011,0.1434067724390305
baseline,pain,mean,2012,0.17063711911357343
baseline,pain,mean,2013,0.16465183752417795
baseline,pain,mean,2014,0.1568885381040077
baseline,pain,mean,2015,0.14396743153219838
baseline,pain,mean,2016,0.177831862057586
baseline,pain,mean,2017,0.15858183317301083
baseline,pain,mean,2018,0.16768570477010375
baseline,pain,mean,2019,0.18331719421412576
baseline,pain,mean,2020,0.1605798907882241
baseline,pain,mean,2021,0.14625671725393408
baseline,pain,mean,2022,0.16198037916415003
baseline,pain,mean,2023,0.14882028540565126
baseline,pain,mean,2024,0.16335551998202602
baseline,pain,mean,2025,0.135912343470483
baseline,pain,mean,2026,0.15345796032999826
baseline,pain,mean,2027,0.1512122711528946
baseline,pain,mean,2028,0.16357127476313524
baseline,pain,mean,2029,0.1364870196480707
baseline,pain,mean,2030,0.13691072965719783
baseline,pain,mean,2031,0.1300720620842572
baseline,pain,mean,2032,0.1657579253611557
baseline,pain,lower,2000,0.1959786522633745
baseline,pain,lower,2001,0.21755201765447665
baseline,pain,lower,2002,0.18412685706967213
baseline,pain,lower,2003,0.1875892595844308
baseline,pain,lower,2004,0.13017653995560488
baseline,pain,lower,2005,0.14880412425504985
baseline,pain,lower,2006,0.143114912615796
baseline,pain,lower,2007,0.17178279505582136
baseline,pain,lower,2008,0.13955503452540452
baseline,pain,lower,2009,0.15609970988531707
baseline,pain,lower,2010,0.1556976379364439
baseline,pain,lower,2011,0.1208455522971652
baseline,pain,lower,2012,0.14274238227146815
baseline,pain,lower,2013,0.15936895551257252
baseline,pain,lower,2014,0.15109839515916862
baseline,pain,lower,2015,0.1429126572908956
baseline,pain,lower,2016,0.1621173995544922
baseline,pain,lower,2017,0.15792909165865054
baseline,pain,lower,2018,0.1565940039085819
baseline,pain,lower,2019,0.17831220117412092
baseline,pain,lower,2020,0.14642405626780627
baseline,pain,lower,2021,0.13033441859650965
baseline,pain,lower,2022,0.14581400667319522
baseline,pain,lower,2023,0.14183125817272157
baseline,pain,lower,2024,0.15467380009548687
baseline,pain,lower,2025,0.13468023255813952
baseline,pain,lower,2026,0.14841363875724065
baseline,pain,lower,2027,0.14904997525977237
baseline,pain,lower,2028,0.16282972652885444
baseline,pain,lower,2029,0.12856348141718615
baseline,pain,lower,2030,0.12259266291964149
baseline,pain,lower,2031,0.12093542128603105
baseline,pain,lower,2032,0.15884593198234348
baseline,pain,upper,2000,0.20150077160493826
baseline,pain,upper,2001,0.23043032786885248
baseline,pain,upper,2002,0.20438492571721312
baseline,pain,upper,2003,0.22642888498683056
baseline,pain,upper,2004,0.18717917591564928
baseline,pain,upper,2005,0.16378487421549495
baseline,pain,upper,2006,0.1895897001241524
baseline,pain,upper,2007,0.17427648192450823
baseline,pain,upper,2008,0.17167860455529216
baseline,pain,upper,2009,0.18726756751494383
baseline,pain,upper,2010,0.17370041683474519
baseline,pain,upper,2011,0.16596799258089578
baseline,pain,upper,2012,0.19853185595567868
baseline,pain,upper,2013,0.16993471953578337
baseline,pain,upper,2014,0.1626786810488468
baseline,pain,upper,2015,0.1450222057735011
baseline,pain,upper,2016,0.1935463245606798
baseline,pain,upper,2017,0.15923457468737115
baseline,pain,upper,2018,0.17877740563162559
baseline,pain,upper,2019,0.1883221872541306
baseline,pain,upper,2020,0.17473572530864195
baseline,pain,upper,2021,0.1621790159113585
baseline,pain,upper,2022,0.17814675165510488
baseline,pain,upper,2023,0.15580931263858094
baseline,pain,upper,2024,0.17203723986856514
baseline,pain,upper,2025,0.1371444543828265
baseline,pain,upper,2026,0.15850228190275584
baseline,pain,upper,2027,0.15337456704601685
baseline,pain,upper,2028,0.16431282299741604
baseline,pain,upper,2029,0.14441055787895526
baseline,pain,upper,2030,0.15122879639475414
baseline,pain,upper,2031,0.13920870288248335
baseline,pain,upper,2032,0.1726699187399679
baseline,prop_disrupted,mean,2000,0.15771329447796595
baseline,prop_disrupted,mean,2001,0.16468133434581828
baseline,prop_disrupted,mean,2002,0.17007654862767568
baseline,prop_disrupted,mean,2003,0.17359065472323623
baseline,prop_disrupted,mean,2004,0.1620657806668202
baseline,prop_disrupted,mean,2005,0.1508952232165316
baseline,prop_disrupted,mean,2006,0.1527908328556548
baseline,prop_disrupted,mean,2007,0.1300609630379367
baseline,prop_disrupted,mean,2008,0.1379266075955149
baseline,prop_disrupted,mean,2009,0.11198787968244919
baseline,prop_disrupted,mean,2010,0.12431432635330686
baseline,prop_disrupted,mean,2011,0.16927480282253976
baseline,prop_disrupted,mean,2012,0.1532755549555844
