scenario,outcome,stat,year,value
baseline,prop_disrupted,mean,2013,0.2001107380274047
baseline,prop_disrupted,mean,2014,0.1676904557489265
baseline,prop_disrupted,mean,2015,0.14171047103047096
baseline,prop_disrupted,mean,2016,0.13427860768813452
baseline,prop_disrupted,mean,2017,0.18911732956212363
baseline,prop_disrupted,mean,2018,0.18937962265860817
baseline,prop_disrupted,mean,2019,0.17949651428818097
baseline,prop_disrupted,mean,2020,0.16186463760895292
baseline,prop_disrupted,mean,2021,0.09249830090597208
baseline,prop_disrupted,mean,2022,0.15980081814320946
baseline,prop_disrupted,mean,2023,0.16141598370765037
baseline,prop_disrupted,mean,2024,0.15436230436230436
baseline,prop_disrupted,mean,2025,0.14747213845707363
baseline,prop_disrupted,mean,2026,0.14926233515313975
baseline,prop_disrupted,mean,2027,0.1430283344794839
baseline,prop_disrupted,mean,2028,0.1332212205631746
baseline,prop_disrupted,mean,2029,0.13797670023213504
baseline,prop_disrupted,mean,2030,0.17001021842756936
baseline,prop_disrupted,mean,2031,0.15896289902880356
baseline,prop_disrupted,lower,2000,0.15056239698104112
baseline,prop_disrupted,lower,2001,0.15686750079279813
baseline,prop_disrupted,lower,2002,0.1646735667461106
baseline,prop_disrupted,lower,2003,0.15669646173473709
baseline,prop_disrupted,lower,2004,0.13605623487421786
baseline,prop_disrupted,lower,2005,0.10842052187354381
baseline,prop_disrupted,lower,2006,0.10864152576976685
baseline,prop_disrupted,lower,2007,0.12589386430741886
baseline,prop_disrupted,lower,2008,0.12923161385636353
baseline,prop_disrupted,lower,2009,0.1117011112870436
baseline,prop_disrupted,lower,2010,0.1076900159377983
baseline,prop_disrupted,lower,2011,0.13335198595328582
baseline,prop_disrupted,lower,2012,0.1360118998260007
baseline,prop_disrupted,lower,2013,0.177709825668159
baseline,prop_disrupted,lower,2014,0.15687870711571358
baseline,prop_disrupted,lower,2015,0.1198806505230412
baseline,prop_disrupted,lower,2016,0.12520317061277736
baseline,prop_disrupted,lower,2017,0.17612253314477283
baseline,prop_disrupted,lower,2018,0.1692903587287645
baseline,prop_disrupted,lower,2019,0.16564024594232926
baseline,prop_disrupted,lower,2020,0.14504385442733456
baseline,prop_disrupted,lower,2021,0.07224215891254246
baseline,prop_disrupted,lower,2022,0.15222844320534537
baseline,prop_disrupted,lower,2023,0.1384387645533479
baseline,prop_disrupted,lower,2024,0.15414217726717724
baseline,prop_disrupted,lower,2025,0.1251949328057738
baseline,prop_disrupted,lower,2026,0.13242352748890107
baseline,prop_disrupted,lower,2027,0.13807590411397883
baseline,prop_disrupted,lower,2028,0.1169132178219822
baseline,prop_disrupted,lower,2029,0.1331065644802058
baseline,prop_disrupted,lower,2030,0.161096279531853
baseline,prop_disrupted,lower,2031,0.15443444932926753
baseline,prop_disrupted,upper,2000,0.16486419197489074
baseline,prop_disrupted,upper,2001,0.17249516789883843
baseline,prop_disrupted,upper,2002,0.17547953050924078
baseline,prop_disrupted,upper,2003,0.19048484771173538
baseline,prop_disrupted,upper,2004,0.18807532645942257
baseline,prop_disrupted,upper,2005,0.19336992455951937
baseline,prop_disrupted,upper,2006,0.19694013994154277
baseline,prop_disrupted,upper,2007,0.13422806176845456
baseline,prop_disrupted,upper,2008,0.14662160133466626
baseline,prop_disrupted,upper,2009,0.1122746480778548
baseline,prop_disrupted,upper,2010,0.1409386367688154
baseline,prop_disrupted,upper,2011,0.2051976196917937
baseline,prop_disrupted,upper,2012,0.1705392100851681
baseline,prop_disrupted,upper,2013,0.2225116503866504
baseline,prop_disrupted,upper,2014,0.17850220438213937
baseline,prop_disrupted,upper,2015,0.16354029153790076
baseline,prop_disrupted,upper,2016,0.14335404476349167
baseline,prop_disrupted,upper,2017,0.2021121259794744
baseline,prop_disrupted,upper,2018,0.20946888658845184
baseline,prop_disrupted,upper,2019,0.19335278263403266
baseline,prop_disrupted,upper,2020,0.1786854207905713
baseline,prop_disrupted,upper,2021,0.11275444289940167
baseline,prop_disrupted,upper,2022,0.1673731930810735
baseline,prop_disrupted,upper,2023,0.18439320286195285
baseline,prop_disrupted,upper,2024,0.15458243145743147
baseline,prop_disrupted,upper,2025,0.16974934410837347
baseline,prop_disrupted,upper,2026,0.16610114281737842
baseline,prop_disrupted,upper,2027,0.14798076484498898
baseline,prop_disrupted,upper,2028,0.14952922330436696
baseline,prop_disrupted,upper,2029,0.14284683598406425
baseline,prop_disrupted,upper,2030,0.1789241573232857
baseline,prop_disrupted,upper,2031,0.16349134872833962
baseline,n_disruptions,mean,2000,102.0
baseline,n_disruptions,mean,2001,187.0
baseline,n_disruptions,mean,2002,252.0
baseline,n_disruptions,mean,2003,307.0
baseline,n_disruptions,mean,2004,348.0
baseline,n_disruptions,mean,2005,383.0
baseline,n_disruptions,mean,2006,412.0
baseline,n_disruptions,mean,2007,438.5
baseline,n_disruptions,mean,2008,471.0
baseline,n_disruptions,mean,2009,504.5
baseline,n_disruptions,mean,2010,543.0
baseline,n_disruptions,mean,2011,597.5
baseline,n_disruptions,mean,2012,647.5
baseline,n_disruptions,mean,2013,711.0
baseline,n_disruptions,mean,2014,766.5
baseline,n_disruptions,mean,2015,809.0
baseline,n_disruptions,mean,2016,840.0
baseline,n_disruptions,mean,2017,888.5
baseline,n_disruptions,mean,2018,945.0
baseline,n_disruptions,mean,2019,999.5
baseline,n_disruptions,mean,2020,1050.5
baseline,n_disruptions,mean,2021,1079.0
baseline,n_disruptions,mean,2022,1126.5
baseline,n_disruptions,mean,2023,1173.5
baseline,n_disruptions,mean,2024,1217.0
baseline,n_disruptions,mean,2025,1257.0
baseline,n_disruptions,mean,2026,1304.5
baseline,n_disruptions,mean,2027,1351.5
baseline,n_disruptions,mean,2028,1394.0
baseline,n_disruptions,mean,2029,1431.0
baseline,n_disruptions,mean,2030,1475.5
baseline,n_disruptions,mean,2031,1524.0
baseline,n_disruptions,lower,2000,89.65
baseline,n_disruptions,lower,2001,165.15
baseline,n_disruptions,lower,2002,228.25
baseline,n_disruptions,lower,2003,284.2
baseline,n_disruptions,lower,2004,329.0
baseline,n_disruptions,lower,2005,358.3
baseline,n_disruptions,lower,2006,383.5
baseline,n_disruptions,lower,2007,414.275
baseline,n_disruptions,lower,2008,445.35
baseline,n_disruptions,lower,2009,483.125
baseline,n_disruptions,lower,2010,526.85
baseline,n_disruptions,lower,2011,561.875
baseline,n_disruptions,lower,2012,611.875
baseline,n_disruptions,lower,2013,681.55
baseline,n_disruptions,lower,2014,739.425
baseline,n_disruptions,lower,2015,795.7
baseline,n_disruptions,lower,2016,830.5
baseline,n_disruptions,lower,2017,888.025
baseline,n_disruptions,lower,2018,938.35
baseline,n_disruptions,lower,2019,996.175
baseline,n_disruptions,lower,2020,1045.275
baseline,n_disruptions,lower,2021,1075.2
baseline,n_disruptions,lower,2022,1121.275
baseline,n_disruptions,lower,2023,1166.375
baseline,n_disruptions,lower,2024,1212.25
baseline,n_disruptions,lower,2025,1249.4
baseline,n_disruptions,lower,2026,1289.775
baseline,n_disruptions,lower,2027,1337.725
baseline,n_disruptions,lower,2028,1373.1
baseline,n_disruptions,lower,2029,1408.2
baseline,n_disruptions,lower,2030,1454.125
baseline,n_disruptions,lower,2031,1500.25
baseline,n_disruptions,upper,2000,114.35
baseline,n_disruptions,upper,2001,208.85
baseline,n_disruptions,upper,2002,275.75
baseline,n_disruptions,upper,2003,329.8
baseline,n_disruptions,upper,2004,367.0
baseline,n_disruptions,upper,2005,407.7
baseline,n_disruptions,upper,2006,440.5
baseline,n_disruptions,upper,2007,462.725
baseline,n_disruptions,upper,2008,496.65
baseline,n_disruptions,upper,2009,525.875
baseline,n_disruptions,upper,2010,559.15
baseline,n_disruptions,upper,2011,633.125
baseline,n_disruptions,upper,2012,683.125
baseline,n_disruptions,upper,2013,740.45
baseline,n_disruptions,upper,2014,793.575
baseline,n_disruptions,upper,2015,822.3
baseline,n_disruptions,upper,2016,849.5
baseline,n_disruptions,upper,2017,888.975
baseline,n_disruptions,upper,2018,951.65
baseline,n_disruptions,upper,2019,1002.825
baseline,n_disruptions,upper,2020,1055.725
baseline,n_disruptions,upper,2021,1082.8
baseline,n_disruptions,upper,2022,1131.725
baseline,n_disruptions,upper,2023,1180.625
baseline,n_disruptions,upper,2024,1221.75
baseline,n_disruptions,upper,2025,1264.6
baseline,n_disruptions,upper,2026,1319.225
baseline,n_disruptions,upper,2027,1365.275
baseline,n_disruptions,upper,2028,1414.9
baseline,n_disruptions,upper,2029,1453.8
baseline,n_disruptions,upper,2030,1496.875
baseline,n_disruptions,upper,2031,1547.75
scenario_offer-25.0_accept-25.0,hiud,mean,2000,0.0
scenario_offer-25.0_accept-25.0,hiud,mean,2001,0.0
scenario_offer-25.0_accept-25.0,hiud,mean,2002,0.001953125
scenario_offer-25.0_accept-25.0,hiud,mean,2003,0.0018656716417910447
scenario_offer-25.0_accept-25.0,hiud,mean,2004,0.001838235294117647
scenario_offer-25.0_accept-25.0,hiud,mean,2005,0.0017667844522968198
scenario_offer-25.0_accept-25.0,hiud,mean,2006,0.0016891891891891893
scenario_offer-25.0_accept-25.0,hiud,mean,2007,0.001644736842105263
scenario_offer-25.0_accept-25.0,hiud,mean,2008,0.0032103473152633203
scenario_offer-25.0_accept-25.0,hiud,mean,2009,0.0031201931501781575
scenario_offer-25.0_accept-25.0,hiud,mean,2010,0.004495540316435839
scenario_offer-25.0_accept-25.0,hiud,mean,2011,0.004315278508826896
scenario_offer-25.0_accept-25.0,hiud,mean,2012,0.005627225959635932
scenario_offer-25.0_accept-25.0,hiud,mean,2013,0.008250725338491294
scenario_offer-25.0_accept-25.0,hiud,mean,2014,0.008111900377093747
scenario_offer-25.0_accept-25.0,hiud,mean,2015,0.005416215908443888
scenario_offer-25.0_accept-25.0,hiud,mean,2016,0.005245716800044001
scenario_offer-25.0_accept-25.0,hiud,mean,2017,0.006370364553681855
scenario_offer-25.0_accept-25.0,hiud,mean,2018,0.003735774835519081
scenario_offer-25.0_accept-25.0,hiud,mean,2019,0.006118743569569691
scenario_offer-25.0_accept-25.0,hiud,mean,2020,0.0036384140550807216
scenario_offer-25.0_accept-25.0,hiud,mean,2021,0.004813667314323724
scenario_offer-25.0_accept-25.0,hiud,mean,2022,0.007195088340673066
scenario_offer-25.0_accept-25.0,hiud,mean,2023,0.0058815168571266134
scenario_offer-25.0_accept-25.0,hiud,mean,2024,0.008237144381722695
scenario_offer-25.0_accept-25.0,hiud,mean,2025,0.009380590339892666
scenario_offer-25.0_accept-25.0,hiud,mean,2026,0.011628927505704757
scenario_offer-25.0_accept-25.0,hiud,mean,2027,0.015212491066028918
scenario_offer-25.0_accept-25.0,hiud,mean,2028,0.008118001722652885
scenario_offer-25.0_accept-25.0,hiud,mean,2029,0.008030195428601488
scenario_offer-25.0_accept-25.0,hiud,mean,2030,0.006704136918324979
scenario_offer-25.0_accept-25.0,hiud,mean,2031,0.007843680709534367
scenario_offer-25.0_accept-25.0,hiud,mean,2032,0.004479333868378812
scenario_offer-25.0_accept-25.0,hiud,lower,2000,0.0
scenario_offer-25.0_accept-25.0,hiud,lower,2001,0.0
scenario_offer-25.0_accept-25.0,hiud,lower,2002,9.765625e-05
scenario_offer-25.0_accept-25.0,hiud,lower,2003,9.328358208955224e-05
scenario_offer-25.0_accept-25.0,hiud,lower,2004,9.191176470588235e-05
scenario_offer-25.0_accept-25.0,hiud,lower,2005,8.8339222614841e-05
scenario_offer-25.0_accept-25.0,hiud,lower,2006,8.445945945945946e-05
scenario_offer-25.0_accept-25.0,hiud,lower,2007,8.223684210526316e-05
scenario_offer-25.0_accept-25.0,hiud,lower,2008,0.003195661135731217
scenario_offer-25.0_accept-25.0,hiud,lower,2009,0.003106320216515119
scenario_offer-25.0_accept-25.0,hiud,lower,2010,0.00306059791134418
scenario_offer-25.0_accept-25.0,hiud,lower,2011,0.003001687679107034
scenario_offer-25.0_accept-25.0,hiud,lower,2012,0.005544519192718639
scenario_offer-25.0_accept-25.0,hiud,lower,2013,0.007992323500967118
scenario_offer-25.0_accept-25.0,hiud,lower,2014,0.007945277558537227
scenario_offer-25.0_accept-25.0,hiud,lower,2015,0.0027319506917952516
scenario_offer-25.0_accept-25.0,hiud,lower,2016,0.005121620878365372
scenario_offer-25.0_accept-25.0,hiud,lower,2017,0.005279353736822474
scenario_offer-25.0_accept-25.0,hiud,lower,2018,0.00261645626095754
scenario_offer-25.0_accept-25.0,hiud,lower,2019,0.0026632572777340676
scenario_offer-25.0_accept-25.0,hiud,lower,2020,0.002527599715099715
scenario_offer-25.0_accept-25.0,hiud,lower,2021,0.0025521188888305416
scenario_offer-25.0_accept-25.0,hiud,lower,2022,0.0026939067511859874
scenario_offer-25.0_accept-25.0,hiud,lower,2023,0.002611149013588038
scenario_offer-25.0_accept-25.0,hiud,lower,2024,0.004990170472098184
scenario_offer-25.0_accept-25.0,hiud,lower,2025,0.005036337209302326
scenario_offer-25.0_accept-25.0,hiud,lower,2026,0.005083816043531684
scenario_offer-25.0_accept-25.0,hiud,lower,2027,0.011989938974105227
scenario_offer-25.0_accept-25.0,hiud,lower,2028,0.00703380706287683
scenario_offer-25.0_accept-25.0,hiud,lower,2029,0.006923248901864857
scenario_offer-25.0_accept-25.0,hiud,lower,2030,0.004703022937870272
scenario_offer-25.0_accept-25.0,hiud,lower,2031,0.0068694567627494455
scenario_offer-25.0_accept-25.0,hiud,lower,2032,0.004465038121990369
scenario_offer-25.0_accept-25.0,hiud,upper,2000,0.0
scenario_offer-25.0_accept-25.0,hiud,upper,2001,0.0
scenario_offer-25.0_accept-25.0,hiud,upper,2002,0.00380859375
scenario_offer-25.0_accept-25.0,hiud,upper,2003,0.003638059701492537
scenario_offer-25.0_accept-25.0,hiud,upper,2004,0.0035845588235294116
scenario_offer-25.0_accept-25.0,hiud,upper,2005,0.0034452296819787983
scenario_offer-25.0_accept-25.0,hiud,upper,2006,0.003293918918918919
scenario_offer-25.0_accept-25.0,hiud,upper,2007,0.0032072368421052627
scenario_offer-25.0_accept-25.0,hiud,upper,2008,0.0032250334947954242
scenario_offer-25.0_accept-25.0,hiud,upper,2009,0.003134066083841196
scenario_offer-25.0_accept-25.0,hiud,upper,2010,0.005930482721527497
scenario_offer-25.0_accept-25.0,hiud,upper,2011,0.005628869338546758
scenario_offer-25.0_accept-25.0,hiud,upper,2012,0.005709932726553225
scenario_offer-25.0_accept-25.0,hiud,upper,2013,0.008509127176015473
scenario_offer-25.0_accept-25.0,hiud,upper,2014,0.008278523195650266
scenario_offer-25.0_accept-25.0,hiud,upper,2015,0.008100481125092525
scenario_offer-25.0_accept-25.0,hiud,upper,2016,0.00536981272172263
scenario_offer-25.0_accept-25.0,hiud,upper,2017,0.007461375370541235
scenario_offer-25.0_accept-25.0,hiud,upper,2018,0.004855093410080622
scenario_offer-25.0_accept-25.0,hiud,upper,2019,0.009574229861405313
scenario_offer-25.0_accept-25.0,hiud,upper,2020,0.004749228395061728
scenario_offer-25.0_accept-25.0,hiud,upper,2021,0.007075215739816906
scenario_offer-25.0_accept-25.0,hiud,upper,2022,0.011696269930160144
scenario_offer-25.0_accept-25.0,hiud,upper,2023,0.009151884700665188
scenario_offer-25.0_accept-25.0,hiud,upper,2024,0.011484118291347208
scenario_offer-25.0_accept-25.0,hiud,upper,2025,0.013724843470483005
scenario_offer-25.0_accept-25.0,hiud,upper,2026,0.01817403896787783
scenario_offer-25.0_accept-25.0,hiud,upper,2027,0.018435043157952608
scenario_offer-25.0_accept-25.0,hiud,upper,2028,0.00920219638242894
scenario_offer-25.0_accept-25.0,hiud,upper,2029,0.00913714195533812
scenario_offer-25.0_accept-25.0,hiud,upper,2030,0.008705250898779686
scenario_offer-25.0_accept-25.0,hiud,upper,2031,0.00881790465631929
scenario_offer-25.0_accept-25.0,hiud,upper,2032,0.004493629614767255
scenario_offer-25.0_accept-25.0,pill,mean,2000,0.0
scenario_offer-25.0_accept-25.0,pill,mean,2001,0.006072874493927126
scenario_offer-25.0_accept-25.0,pill,mean,2002,0.013960040983606557
scenario_offer-25.0_accept-25.0,pill,mean,2003,0.013154814164471758
scenario_offer-25.0_accept-25.0,pill,mean,2004,0.003676470588235294
scenario_offer-25.0_accept-25.0,pill,mean,2005,0.009130583829966774
scenario_offer-25.0_accept-25.0,pill,mean,2006,0.015590679018240856
scenario_offer-25.0_accept-25.0,pill,mean,2007,0.00497297536771221
scenario_offer-25.0_accept-25.0,pill,mean,2008,0.004807791404720189
scenario_offer-25.0_accept-25.0,pill,mean,2009,0.007836990595611285
scenario_offer-25.0_accept-25.0,pill,mean,2010,0.007480614943301511
scenario_offer-25.0_accept-25.0,pill,mean,2011,0.008672331252976416
scenario_offer-25.0_accept-25.0,pill,mean,2012,0.007055797388207361
scenario_offer-25.0_accept-25.0,pill,mean,2013,0.005500483558994197
scenario_offer-25.0_accept-25.0,pill,mean,2014,0.006789149054342424
scenario_offer-25.0_accept-25.0,pill,mean,2015,0.00922393668507658
scenario_offer-25.0_accept-25.0,pill,mean,2016,0.018360008800154003
scenario_offer-25.0_accept-25.0,pill,mean,2017,0.010286813639843734
scenario_offer-25.0_accept-25.0,pill,mean,2018,0.008750322049554785
scenario_offer-25.0_accept-25.0,pill,mean,2019,0.008600133147733462
scenario_offer-25.0_accept-25.0,pill,mean,2020,0.01331908831908832
scenario_offer-25.0_accept-25.0,pill,mean,2021,0.009679847362985525
scenario_offer-25.0_accept-25.0,pill,mean,2022,0.021796367858420363
scenario_offer-25.0_accept-25.0,pill,mean,2023,0.022684632440730004
scenario_offer-25.0_accept-25.0,pill,mean,2024,0.01177296598983346
scenario_offer-25.0_accept-25.0,pill,mean,2025,0.011901833631484794
scenario_offer-25.0_accept-25.0,pill,mean,2026,0.011766061084781464
scenario_offer-25.0_accept-25.0,pill,mean,2027,0.01408818516685909
scenario_offer-25.0_accept-25.0,pill,mean,2028,0.018550818260120585
scenario_offer-25.0_accept-25.0,pill,mean,2029,0.014905705042215734
scenario_offer-25.0_accept-25.0,pill,mean,2030,0.01240315965365335
scenario_offer-25.0_accept-25.0,pill,mean,2031,0.013442350332594236
scenario_offer-25.0_accept-25.0,pill,mean,2032,0.01568519261637239
scenario_offer-25.0_accept-25.0,pill,lower,2000,0.0
scenario_offer-25.0_accept-25.0,pill,lower,2001,0.0003036437246963563
scenario_offer-25.0_accept-25.0,pill,lower,2002,0.012378329918032787
